Year,Month,Season,Vehicle_Type,Region,City,Latitude,Longitude,Sales,Price,Advertising_Expenditure,Unemployment_Rate,GDP,Recession,Revenue
2018,5,Spring,Truck,Central,Denver,39.7392,-104.9903,137.74,41.92,71.09,6.52,76.76,0,5774.24
2019,9,Fall,Sedan,Central,St. Louis,38.627,-90.1994,113.94,18.74,34.78,6.58,74.33,0,2135.02
2018,10,Fall,Truck,South,Miami,25.7617,-80.1918,177.53,35.83,70.66,4.37,77.38,0,6361.09
2017,12,Winter,Hatchback,West,San Francisco,37.7749,-122.4194,99.81,17.33,49.12,4.35,73.36,0,1729.86
2017,9,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,133.2,21.72,44.41,6.07,73.47,0,2893.27
2017,8,Summer,SUV,Central,Minneapolis,44.9778,-93.265,147.89,40.48,53.43,4.77,65.64,0,5986.85
2016,9,Fall,SUV,West,Los Angeles,34.0522,-118.2437,148.53,21.99,43.87,6.18,65.37,0,3265.86
2015,4,Spring,SUV,West,Seattle,47.6062,-122.3321,160.3,29.57,40.27,4.75,71.41,0,4739.65
2018,5,Spring,Hatchback,North,Detroit,42.3314,-83.0458,117.3,18.1,30.89,4.31,71.52,0,2123.4
2020,3,Spring,Truck,South,Miami,25.7617,-80.1918,61.99,44.88,44.58,8.59,65.0,1,2782.37
2023,8,Summer,Truck,Central,Denver,39.7392,-104.9903,72.92446027323024,44.68,45.86,4.83,78.71,0,7996.52
2023,7,Summer,Electric,Central,Denver,39.7392,-104.9903,228.14,52.38,50.15,5.19,82.56,0,11949.92
2018,2,Winter,Coupe,East,Baltimore,39.2904,-76.6122,110.93,35.37,39.42,3.0,78.4,0,3924.0
2022,1,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,112.58,27.42,67.96,5.11,78.71,0,3086.54
2020,8,Summer,SUV,Central,Denver,39.7392,-104.9903,99.35,39.84,43.01,7.03,71.76,1,3957.95
2020,11,Fall,Truck,West,Phoenix,33.4484,-112.074,55.29,40.25,58.87,11.6,68.05,1,2225.35
2023,4,Spring,Sedan,South,Dallas,32.7767,-96.797,368.23776108000624,18.61,64.18,5.82,81.75,0,2903.36
2020,7,Summer,Truck,South,Miami,25.7617,-80.1918,74.29,36.75,46.11,8.67,68.12,1,2730.23
2023,9,Fall,Sedan,Central,St. Louis,38.627,-90.1994,131.25,25.03,55.35,4.42,80.47,0,3285.32
2022,11,Fall,Coupe,East,Baltimore,39.2904,-76.6122,107.27,25.03,26.54,4.27,78.88,0,2685.05
2022,5,Spring,Hatchback,East,Philadelphia,39.9526,-75.1652,142.94,22.66,49.21,3.64,85.85,0,3238.61
2022,8,Summer,Sedan,West,Los Angeles,34.0522,-118.2437,178.48,26.63,59.55,5.43,81.86,0,4752.39
2018,1,Winter,Coupe,Central,St. Louis,38.627,-90.1994,95.65,30.79,37.9,6.36,80.74,0,2944.57
2018,8,Summer,SUV,East,Charlotte,35.2271,-80.8431,199.42,25.33,54.93,4.51,71.87,0,5050.47
2017,6,Summer,SUV,East,Philadelphia,39.9526,-75.1652,174.0,34.4,54.58,5.67,77.8,0,5986.34
2019,1,Winter,Coupe,North,Chicago,41.8781,-87.6298,105.62,27.38,56.45,4.35,81.34,0,2891.46
2020,5,Spring,SUV,Central,Minneapolis,44.9778,-93.265,56.81,45.69,20.62,11.65,66.39,1,2596.01
2019,10,Fall,Hybrid,East,Charlotte,35.2271,-80.8431,176.58,26.6,59.46,4.02,75.8,0,4696.57
2021,4,Spring,Sedan,North,Boston,42.3601,-71.0589,54.62,25.47,57.72,8.88,68.15,1,1391.03
2021,1,Winter,Electric,West,Phoenix,33.4484,-112.074,69.52,45.29,49.07,7.95,72.04,1,3148.13
2021,12,Winter,SUV,Central,Minneapolis,44.9778,-93.265,117.6,26.11,53.51,5.63,76.9,0,3070.0
2015,3,Spring,Sedan,North,Detroit,42.3314,-83.0458,112.37,23.48,50.51,4.61,64.8,0,2638.19
2015,11,Fall,Truck,West,Los Angeles,34.0522,-118.2437,106.77,33.42,68.18,5.5,68.13,0,3567.85
2020,8,Summer,Hatchback,Central,Denver,39.7392,-104.9903,69.69,19.49,69.24,8.01,75.12,1,1358.5
2023,9,Fall,Sedan,North,Boston,42.3601,-71.0589,114.73,24.71,66.78,6.51,83.65,0,2834.62
2018,8,Summer,Truck,South,Houston,29.7604,-95.3698,147.5,41.34,46.35,4.97,71.45,0,6098.35
2016,8,Summer,Coupe,East,Philadelphia,39.9526,-75.1652,119.56,24.27,53.05,4.95,71.7,0,2902.04
2017,4,Spring,Hybrid,South,Atlanta,33.749,-84.388,158.65,23.88,58.2,6.88,77.36,0,3788.71
2020,4,Spring,Electric,North,Detroit,42.3314,-83.0458,69.37,45.0,27.39,11.27,73.48,1,3121.49
2020,5,Spring,SUV,Central,Kansas City,39.0997,-94.5786,143.6091028413225,31.38,60.37,11.47,60.27,1,1392.56
2021,12,Winter,Coupe,South,Miami,25.7617,-80.1918,98.87,32.07,35.2,4.0,84.18,0,3170.72
2023,3,Spring,SUV,Central,Kansas City,39.0997,-94.5786,198.91,39.67,27.41,4.82,85.48,0,7891.57
2021,10,Fall,Truck,North,New York,40.7128,-74.006,151.5,25.65,33.85,5.5,84.09,0,3886.38
2017,7,Summer,Sedan,North,Boston,42.3601,-71.0589,135.31,21.08,56.15,5.84,77.19,0,2852.83
2018,3,Spring,Hybrid,North,New York,40.7128,-74.006,171.93,32.85,40.52,4.78,73.94,0,5648.21
2020,3,Spring,Electric,North,Detroit,42.3314,-83.0458,86.9,40.23,79.03,9.42,67.45,1,3495.66
2017,4,Spring,Sedan,West,San Francisco,37.7749,-122.4194,140.98,26.78,67.45,5.43,72.0,0,3775.62
2019,9,Fall,Van,North,New York,40.7128,-74.006,103.83,29.99,50.91,6.09,68.99,0,3113.52
2016,11,Fall,SUV,West,San Francisco,37.7749,-122.4194,122.31,26.66,62.88,3.85,70.19,0,3261.21
2023,7,Summer,Truck,North,Chicago,41.8781,-87.6298,227.02,38.62,45.92,4.15,88.15,0,8767.56
2018,9,Fall,Coupe,Central,St. Louis,38.627,-90.1994,96.88,31.07,55.79,5.01,70.68,0,3010.57
2017,6,Summer,Truck,South,Miami,25.7617,-80.1918,162.87,44.28,40.19,5.81,71.3,0,7212.4
2018,8,Summer,SUV,North,New York,40.7128,-74.006,172.91,34.09,14.07,5.14,74.84,0,5894.95
2015,8,Summer,Sedan,South,Dallas,32.7767,-96.797,133.3,18.5,38.69,3.9,72.76,0,2466.31
2017,10,Fall,Hatchback,West,San Francisco,37.7749,-122.4194,108.3,20.6,74.35,4.18,72.8,0,2230.91
2017,8,Summer,SUV,South,Atlanta,33.749,-84.388,198.41,29.08,57.98,3.1,70.25,0,5770.06
2015,10,Fall,Sedan,North,Chicago,41.8781,-87.6298,92.03,22.5,47.61,6.76,69.25,0,2070.95
2022,7,Summer,Coupe,East,Baltimore,39.2904,-76.6122,140.17,31.34,76.37,5.12,77.67,0,4392.19
2021,5,Spring,Coupe,South,Dallas,32.7767,-96.797,49.02,37.95,27.9,7.81,63.94,1,1860.44
2023,7,Summer,SUV,North,Detroit,42.3314,-83.0458,172.69,35.23,51.78,4.28,78.27,0,6083.74
2022,8,Summer,Truck,East,Washington,38.9072,-77.0369,199.27,41.01,80.46,6.42,84.67,0,8172.79
2022,9,Fall,SUV,Central,St. Louis,38.627,-90.1994,122.89,37.5,63.86,7.09,83.15,0,4607.91
2022,10,Fall,SUV,Central,Denver,39.7392,-104.9903,127.83,34.33,49.58,5.13,78.39,0,4388.34
2020,12,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,45.22,22.64,65.62,8.0,69.84,1,1023.79
2018,6,Summer,Truck,North,Chicago,41.8781,-87.6298,179.3,41.31,53.05,4.79,76.63,0,7406.79
2023,9,Fall,Hybrid,North,Detroit,42.3314,-83.0458,144.25,31.64,66.6,4.5,81.88,0,4563.25
2016,1,Winter,Electric,West,Los Angeles,34.0522,-118.2437,172.93,46.69,44.76,3.48,72.04,0,8075.0
2016,7,Summer,Coupe,West,San Francisco,37.7749,-122.4194,106.92,27.03,45.22,4.3,72.84,0,2890.29
2022,1,Winter,SUV,North,Boston,42.3601,-71.0589,131.72,35.77,50.24,4.73,80.73,0,4711.41
2019,11,Fall,Sedan,Central,St. Louis,38.627,-90.1994,140.39,18.76,65.74,3.23,76.18,0,2634.19
2020,12,Winter,SUV,West,Seattle,47.6062,-122.3321,60.06,30.7,64.24,10.84,73.29,1,1843.8
2017,11,Fall,Electric,Central,Kansas City,39.0997,-94.5786,143.44,45.63,35.48,5.19,72.47,0,6544.42
2022,10,Fall,Electric,East,Baltimore,39.2904,-76.6122,206.0,37.9,27.64,3.74,81.4,0,7806.61
2022,8,Summer,SUV,East,Philadelphia,39.9526,-75.1652,64.71619603596882,33.64,33.68,5.08,77.48,0,5659.49
2015,7,Summer,Truck,South,Atlanta,33.749,-84.388,181.05,48.08,56.58,4.7,73.37,0,8704.98
2016,11,Fall,SUV,West,Los Angeles,34.0522,-118.2437,166.85,29.55,50.02,4.83,67.47,0,4930.57
2022,3,Spring,Truck,South,Atlanta,33.749,-84.388,154.75,40.99,69.09,3.87,83.4,0,6343.6
2018,10,Fall,Truck,East,Washington,38.9072,-77.0369,112.3,52.7,51.55,3.8,71.43,0,5918.44
2015,1,Winter,Hatchback,Central,Denver,39.7392,-104.9903,111.23,18.7,31.8,3.38,72.45,0,2079.57
2022,3,Spring,SUV,Central,Minneapolis,44.9778,-93.265,216.43,28.85,40.71,3.83,78.92,0,6243.52
2019,4,Spring,Sedan,North,Chicago,41.8781,-87.6298,144.41,20.83,70.12,5.42,78.18,0,3008.71
2016,2,Winter,Hybrid,West,Phoenix,33.4484,-112.074,157.61,21.45,64.94,5.82,75.32,0,3380.15
2016,9,Fall,Truck,South,Atlanta,33.749,-84.388,130.17,45.43,54.34,5.08,71.96,0,5914.24
2016,10,Fall,Truck,South,Houston,29.7604,-95.3698,149.94,40.77,55.61,4.66,74.19,0,6112.76
2019,2,Winter,SUV,South,Miami,25.7617,-80.1918,143.47,37.04,92.02,3.91,75.19,0,5314.1
2023,2,Winter,Hybrid,North,Chicago,41.8781,-87.6298,157.21,18.69,68.17,4.86,83.31,0,2937.64
2015,1,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,106.76,25.33,78.26,4.78,75.33,0,2703.75
2019,2,Winter,Hatchback,East,Charlotte,35.2271,-80.8431,102.7,17.04,44.72,4.43,80.01,0,1750.49
2023,10,Fall,SUV,North,Chicago,41.8781,-87.6298,176.76,22.33,54.29,4.9,83.37,0,3946.96
2023,3,Spring,SUV,South,Houston,29.7604,-95.3698,193.98,37.07,47.24,6.34,83.95,0,7190.41
2019,12,Winter,Hybrid,West,Phoenix,33.4484,-112.074,134.57,26.76,33.36,4.51,72.34,0,3601.38
2015,2,Winter,Van,South,Dallas,32.7767,-96.797,91.81,37.86,54.66,3.47,69.0,0,3475.65
2023,7,Summer,Truck,South,Dallas,32.7767,-96.797,174.9,41.48,54.64,3.68,81.39,0,7255.21
2017,6,Summer,Hybrid,East,Philadelphia,39.9526,-75.1652,168.93,28.81,76.39,4.26,71.43,0,4867.04
2023,1,Winter,Sedan,West,San Francisco,37.7749,-122.4194,129.66,30.38,32.32,5.67,79.34,0,3938.69
2020,7,Summer,Truck,West,San Francisco,37.7749,-122.4194,49.67,41.47,48.1,12.64,59.43,1,2059.97
2018,3,Spring,Electric,South,Houston,29.7604,-95.3698,183.08,53.22,43.93,4.83,77.6,0,9743.7
2023,12,Winter,Truck,South,Atlanta,33.749,-84.388,149.35,40.88,57.32,3.63,79.93,0,6105.26
2016,10,Fall,Hybrid,North,New York,40.7128,-74.006,134.16,30.88,82.23,6.38,68.27,0,4142.2
2016,1,Winter,SUV,North,Chicago,41.8781,-87.6298,124.19,24.06,50.48,4.29,73.26,0,2987.73
2018,9,Fall,Coupe,Central,Kansas City,39.0997,-94.5786,122.13,20.47,44.3,3.54,78.24,0,2500.51
2017,7,Summer,Truck,East,Baltimore,39.2904,-76.6122,135.51,39.64,47.1,5.2,77.48,0,5372.39
2020,4,Spring,SUV,Central,Minneapolis,44.9778,-93.265,49.69,28.92,39.87,9.47,58.88,1,1437.11
2017,6,Summer,Sedan,North,Detroit,42.3314,-83.0458,150.79,29.61,27.22,5.33,74.55,0,4465.01
2017,9,Fall,SUV,East,Charlotte,35.2271,-80.8431,146.98,27.81,66.36,5.27,70.92,0,4087.86
2022,8,Summer,SUV,West,Seattle,47.6062,-122.3321,224.31,36.97,84.44,5.05,79.35,0,8292.01
2019,11,Fall,Truck,Central,Denver,39.7392,-104.9903,159.35,44.77,73.68,6.24,82.02,0,7133.98
2016,1,Winter,SUV,West,Phoenix,33.4484,-112.074,106.03,42.08,31.3,5.07,72.67,0,4461.62
2021,11,Fall,SUV,East,Baltimore,39.2904,-76.6122,127.43,43.3,48.79,6.06,81.75,0,5517.47
2019,8,Summer,Electric,Central,Kansas City,39.0997,-94.5786,170.82,41.93,54.65,6.25,77.45,0,7162.0
2023,3,Spring,Electric,South,Houston,29.7604,-95.3698,186.39,46.33,50.94,6.48,82.6,0,8636.3
2022,10,Fall,Sedan,North,Boston,42.3601,-71.0589,130.32,20.27,39.3,5.51,78.58,0,2641.4
2020,1,Winter,SUV,Central,Minneapolis,44.9778,-93.265,165.79,34.4,66.04,4.8,77.7,0,5703.69
2016,7,Summer,Hatchback,North,Chicago,41.8781,-87.6298,123.41,21.42,44.42,4.72,68.15,0,2643.17
2015,11,Fall,Hybrid,East,Baltimore,39.2904,-76.6122,157.1,23.12,55.09,3.0,68.94,0,3632.62
2023,8,Summer,Truck,North,Boston,42.3601,-71.0589,161.85,34.53,46.69,4.34,79.67,0,5588.49
2022,2,Winter,Hatchback,East,Washington,38.9072,-77.0369,99.68,25.74,58.29,5.17,82.08,0,2566.01
2022,12,Winter,Truck,East,Washington,38.9072,-77.0369,125.76,27.48,37.26,5.75,83.86,0,3456.35
2016,12,Winter,Sedan,North,Chicago,41.8781,-87.6298,102.47,23.82,49.58,4.31,71.43,0,2440.53
2022,5,Spring,SUV,West,Seattle,47.6062,-122.3321,164.92,34.89,37.23,5.08,83.4,0,5754.19
2016,1,Winter,SUV,West,Seattle,47.6062,-122.3321,136.0,30.48,72.18,4.6,68.39,0,4145.51
2015,5,Spring,SUV,East,Philadelphia,39.9526,-75.1652,176.55,38.09,57.22,3.64,72.12,0,6724.98
2016,12,Winter,Hybrid,West,San Francisco,37.7749,-122.4194,110.61,33.99,35.38,4.73,71.12,0,3759.89
2022,3,Spring,SUV,South,Dallas,32.7767,-96.797,168.28,29.62,47.36,5.85,79.14,0,4984.78
2017,2,Winter,Coupe,West,Los Angeles,34.0522,-118.2437,89.53,30.27,44.87,4.7,70.91,0,2709.67
2023,1,Winter,Coupe,North,Boston,42.3601,-71.0589,264.4594020341951,36.06,50.53,4.74,87.08,0,3529.4
2015,2,Winter,Sedan,East,Baltimore,39.2904,-76.6122,124.84,23.47,51.54,3.83,75.55,0,2930.54
2023,5,Spring,Hybrid,East,Philadelphia,39.9526,-75.1652,133.04,23.5,33.25,5.66,74.52,0,3127.11
2022,10,Fall,SUV,East,Baltimore,39.2904,-76.6122,181.05,33.21,22.54,5.71,80.5,0,6013.29
2019,4,Spring,SUV,North,Chicago,41.8781,-87.6298,138.61,36.3,10.0,5.13,77.05,0,5031.82
2021,8,Summer,Hybrid,Central,Kansas City,39.0997,-94.5786,177.7,30.67,57.12,5.61,75.92,0,5449.83
2016,1,Winter,SUV,East,Baltimore,39.2904,-76.6122,141.05,34.04,76.96,3.53,69.29,0,4801.96
2022,3,Spring,Sedan,South,Atlanta,33.749,-84.388,170.28,23.48,52.93,5.94,82.11,0,3997.71
2018,1,Winter,Electric,Central,Denver,39.7392,-104.9903,136.08,43.79,68.59,4.83,73.78,0,5959.65
2020,5,Spring,Van,Central,St. Louis,38.627,-90.1994,62.58,23.59,53.15,9.08,73.14,1,1476.37
2023,4,Spring,Hatchback,North,New York,40.7128,-74.006,151.57,17.05,48.3,3.72,86.09,0,2584.8
2018,1,Winter,Hatchback,East,Baltimore,39.2904,-76.6122,109.73,19.48,69.62,3.67,72.26,0,2137.21
2023,10,Fall,SUV,West,Phoenix,33.4484,-112.074,202.42,26.47,67.03,3.82,83.96,0,5359.01
2016,12,Winter,SUV,East,Baltimore,39.2904,-76.6122,138.46,39.45,74.62,3.85,73.89,0,5462.11
2017,8,Summer,Van,Central,St. Louis,38.627,-90.1994,150.77,32.52,63.37,5.49,78.59,0,4903.74
2022,1,Winter,Sedan,Central,Denver,39.7392,-104.9903,126.85,20.27,44.58,5.94,81.63,0,2571.85
2023,10,Fall,Sedan,West,Phoenix,33.4484,-112.074,148.05,24.45,72.07,4.32,82.76,0,3619.7
2020,7,Summer,Hatchback,Central,Denver,39.7392,-104.9903,76.69,22.66,45.5,7.91,72.92,1,1737.97
2022,10,Fall,Truck,South,Houston,29.7604,-95.3698,207.22,50.39,42.86,3.79,81.54,0,10441.02
2021,1,Winter,Sedan,East,Charlotte,35.2271,-80.8431,58.54,29.77,56.8,8.55,67.36,1,1742.38
2019,11,Fall,Sedan,South,Houston,29.7604,-95.3698,109.46,26.53,41.71,5.19,74.03,0,2904.2
2020,4,Spring,Coupe,North,Chicago,41.8781,-87.6298,41.18,24.82,20.57,9.84,71.91,1,1022.08
2023,1,Winter,Hatchback,South,Miami,25.7617,-80.1918,106.63,27.31,74.36,5.53,82.05,0,2912.5
2016,8,Summer,SUV,East,Philadelphia,39.9526,-75.1652,144.06,35.93,43.8,5.67,66.64,0,5175.75
2023,3,Spring,Coupe,West,Seattle,47.6062,-122.3321,149.12,34.71,36.25,4.08,88.15,0,5175.48
2020,4,Spring,Sedan,Central,Denver,39.7392,-104.9903,73.0,17.91,33.85,8.93,70.17,1,1307.23
2022,1,Winter,SUV,North,Detroit,42.3314,-83.0458,137.75,36.24,43.42,4.56,83.8,0,4991.45
2018,6,Summer,SUV,Central,Kansas City,39.0997,-94.5786,162.68,36.9,29.85,5.18,77.99,0,6003.57
2020,10,Fall,Electric,Central,Minneapolis,44.9778,-93.265,63.86,37.02,71.85,8.74,67.8,1,2364.01
2018,7,Summer,SUV,West,Phoenix,33.4484,-112.074,132.69,27.25,49.42,6.64,73.86,0,3615.82
2015,8,Summer,Sedan,South,Houston,29.7604,-95.3698,129.98,25.67,39.96,4.62,66.94,0,3337.25
2017,6,Summer,Truck,West,San Francisco,37.7749,-122.4194,41.86501424396136,40.34,58.74,7.53,68.37,0,5817.86
2017,9,Fall,Sedan,East,Charlotte,35.2271,-80.8431,117.42,24.76,54.66,6.1,70.81,0,2907.53
2016,10,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,93.73,26.01,38.39,4.99,69.96,0,2437.68
2019,8,Summer,Hatchback,Central,St. Louis,38.627,-90.1994,126.02,19.16,38.71,5.77,74.9,0,2414.66
2023,7,Summer,SUV,West,Phoenix,33.4484,-112.074,241.32,33.18,76.66,3.09,84.55,0,8007.73
2018,1,Winter,Sedan,East,Baltimore,39.2904,-76.6122,113.77,24.84,56.75,4.95,78.6,0,2826.26
2022,1,Winter,Electric,West,San Francisco,37.7749,-122.4194,176.67,40.35,36.42,4.13,76.75,0,7129.14
2021,2,Winter,SUV,East,Charlotte,35.2271,-80.8431,49.1,30.96,42.88,10.44,67.57,1,1519.95
2022,1,Winter,Van,Central,St. Louis,38.627,-90.1994,100.01,33.24,66.86,6.11,83.43,0,3324.02
2019,9,Fall,Hybrid,East,Philadelphia,39.9526,-75.1652,140.63,32.94,30.3,5.18,75.72,0,4631.54
2021,4,Spring,Hybrid,West,Phoenix,33.4484,-112.074,56.19,26.51,40.49,11.83,67.88,1,1489.55
2017,10,Fall,Van,North,Boston,42.3601,-71.0589,113.58,25.7,68.56,4.9,73.64,0,2919.16
2018,1,Winter,Sedan,East,Baltimore,39.2904,-76.6122,136.83,23.35,49.34,4.54,77.62,0,3195.38
2021,1,Winter,SUV,North,Detroit,42.3314,-83.0458,76.55,32.02,54.74,6.95,68.76,1,2451.14
2018,4,Spring,Coupe,East,Baltimore,39.2904,-76.6122,130.25,27.34,53.0,4.55,80.38,0,3560.71
2017,7,Summer,Hatchback,South,Atlanta,33.749,-84.388,125.3,21.47,50.01,5.58,75.14,0,2689.55
2019,11,Fall,Sedan,East,Washington,38.9072,-77.0369,118.99,18.32,49.93,5.98,70.43,0,2179.3
2021,1,Winter,SUV,West,Los Angeles,34.0522,-118.2437,50.89,41.08,61.03,11.92,65.07,1,2090.39
2018,3,Spring,Hybrid,West,Phoenix,33.4484,-112.074,151.14,28.22,50.56,5.22,73.91,0,4265.52
2022,8,Summer,Coupe,South,Miami,25.7617,-80.1918,122.65,34.21,51.55,6.63,79.3,0,4195.98
2021,6,Summer,SUV,North,Detroit,42.3314,-83.0458,27.24213077791326,24.7,45.71,8.52,66.63,1,1688.66
2018,2,Winter,Sedan,East,Baltimore,39.2904,-76.6122,112.59,23.83,61.9,4.96,75.4,0,2682.44
2017,9,Fall,Coupe,East,Philadelphia,39.9526,-75.1652,109.31,31.23,54.64,5.41,72.94,0,3413.92
2021,6,Summer,Sedan,South,Dallas,32.7767,-96.797,55.13,27.98,29.52,11.2,67.83,1,1542.47
2017,7,Summer,SUV,Central,Minneapolis,44.9778,-93.265,195.13,38.8,56.56,4.78,73.49,0,7570.18
2018,7,Summer,Hatchback,West,Seattle,47.6062,-122.3321,116.36,22.21,60.71,5.04,75.09,0,2584.46
2015,1,Winter,Hatchback,North,New York,40.7128,-74.006,88.17,18.56,43.15,5.11,70.09,0,1636.3
2023,4,Spring,SUV,Central,Minneapolis,44.9778,-93.265,229.16,42.06,63.28,4.32,82.21,0,9637.75
2023,10,Fall,Sedan,South,Atlanta,33.749,-84.388,120.5,19.93,48.46,3.0,81.78,0,2401.23
2023,2,Winter,SUV,East,Charlotte,35.2271,-80.8431,155.27,31.83,53.1,3.39,78.35,0,4941.77
2018,10,Fall,SUV,Central,Kansas City,39.0997,-94.5786,157.43,34.96,50.85,5.58,77.43,0,5503.12
2019,4,Spring,Sedan,South,Atlanta,33.749,-84.388,138.23,24.9,59.08,5.76,78.55,0,3441.73
2020,9,Fall,Sedan,East,Baltimore,39.2904,-76.6122,67.46,28.75,53.39,8.25,82.08,1,1939.06
2019,1,Winter,Sedan,South,Dallas,32.7767,-96.797,110.79,26.15,42.66,4.85,73.82,0,2897.42
2015,9,Fall,Sedan,Central,St. Louis,38.627,-90.1994,120.39,20.32,29.28,5.63,67.95,0,2446.14
2017,4,Spring,Sedan,South,Dallas,32.7767,-96.797,141.88,20.58,58.95,4.83,72.75,0,2919.76
2021,7,Summer,Coupe,East,Philadelphia,39.9526,-75.1652,90.65,28.96,44.45,3.85,77.97,0,2624.89
2019,4,Spring,Hatchback,Central,Kansas City,39.0997,-94.5786,106.79,18.23,12.52,3.52,73.08,0,1946.67
2018,3,Spring,Van,Central,St. Louis,38.627,-90.1994,106.94,38.37,48.98,6.55,66.46,0,4103.46
2019,9,Fall,Coupe,Central,Denver,39.7392,-104.9903,122.82,25.22,43.38,3.22,75.35,0,3097.09
2017,5,Spring,Hatchback,West,San Francisco,37.7749,-122.4194,234.82181899940247,20.75,80.4,3.36,69.24,0,2341.27
2022,9,Fall,Sedan,Central,St. Louis,38.627,-90.1994,137.65,25.5,32.56,4.88,84.36,0,3510.41
2017,7,Summer,SUV,North,Detroit,42.3314,-83.0458,156.42,42.16,60.14,5.35,71.26,0,6594.44
2022,1,Winter,SUV,Central,Minneapolis,44.9778,-93.265,119.73,25.0,14.26,4.98,78.72,0,2993.75
2020,4,Spring,Electric,North,Chicago,41.8781,-87.6298,187.2857358238108,47.37,43.77,9.35,61.34,1,2949.28
2022,4,Spring,Electric,South,Miami,25.7617,-80.1918,183.9,64.13,46.38,4.34,79.07,0,11793.11
2021,6,Summer,Truck,South,Houston,29.7604,-95.3698,93.11,37.23,59.71,8.54,71.78,1,3466.56
2017,2,Winter,SUV,North,Detroit,42.3314,-83.0458,150.91,39.42,40.49,3.72,75.68,0,5948.37
2019,6,Summer,SUV,West,Phoenix,33.4484,-112.074,192.83,32.85,37.68,5.81,78.4,0,6334.5
2020,8,Summer,Truck,Central,Denver,39.7392,-104.9903,54.45,38.26,53.12,11.7,62.0,1,2083.59
2023,6,Summer,Hatchback,West,Phoenix,33.4484,-112.074,125.95,15.0,42.17,3.19,89.63,0,1889.29
2015,4,Spring,Sedan,East,Baltimore,39.2904,-76.6122,127.02,24.0,39.5,5.36,69.17,0,3047.77
2016,10,Fall,SUV,South,Dallas,32.7767,-96.797,37.48740724017716,35.38,45.86,5.2,74.74,0,4949.14
2018,11,Fall,Van,South,Miami,25.7617,-80.1918,123.67,27.14,33.75,4.47,76.07,0,3356.74
2022,4,Spring,Coupe,South,Houston,29.7604,-95.3698,109.18,40.5,63.01,5.01,84.39,0,4421.58
2017,6,Summer,Hatchback,East,Philadelphia,39.9526,-75.1652,138.82,27.57,49.52,5.59,79.75,0,3827.37
2015,11,Fall,SUV,South,Dallas,32.7767,-96.797,157.59,30.78,38.77,3.72,70.68,0,4850.25
2016,3,Spring,Sedan,South,Atlanta,33.749,-84.388,117.87,34.76,43.14,5.49,71.73,0,4097.01
2019,8,Summer,SUV,South,Houston,29.7604,-95.3698,193.6,36.14,69.88,4.69,78.72,0,6997.08
2019,7,Summer,Van,East,Baltimore,39.2904,-76.6122,122.61,27.34,66.26,6.67,71.16,0,3352.07
2018,6,Summer,Hatchback,Central,St. Louis,38.627,-90.1994,105.85,15.0,51.13,4.8,74.44,0,1587.69
2017,7,Summer,Truck,East,Philadelphia,39.9526,-75.1652,124.15,47.94,53.08,6.84,72.6,0,5951.39
2023,10,Fall,Electric,West,San Francisco,37.7749,-122.4194,156.21,48.27,51.25,5.15,85.02,0,7540.44
2022,3,Spring,Electric,South,Atlanta,33.749,-84.388,180.53,55.32,21.39,5.99,80.68,0,9986.55
2023,12,Winter,Sedan,West,Seattle,47.6062,-122.3321,125.34,19.31,54.78,4.93,82.68,0,2420.37
2019,6,Summer,Hatchback,East,Philadelphia,39.9526,-75.1652,118.05,20.59,51.61,5.37,71.54,0,2430.3
2020,8,Summer,Truck,West,San Francisco,37.7749,-122.4194,66.8,30.32,81.58,7.01,67.54,1,2025.4
2017,12,Winter,Van,West,Phoenix,33.4484,-112.074,104.7,28.16,42.47,5.56,74.56,0,2948.34
2022,8,Summer,Coupe,South,Houston,29.7604,-95.3698,153.64,29.02,51.27,6.38,84.63,0,4458.86
2017,11,Fall,Hybrid,South,Dallas,32.7767,-96.797,116.06,25.39,41.11,6.35,76.6,0,2946.59
2015,6,Summer,SUV,Central,Denver,39.7392,-104.9903,140.47,37.35,45.01,5.16,65.92,0,5246.63
2022,6,Summer,Coupe,East,Washington,38.9072,-77.0369,145.67,36.11,44.79,3.63,79.33,0,5259.39
2022,6,Summer,Sedan,Central,St. Louis,38.627,-90.1994,175.43,21.34,54.17,5.16,78.2,0,3743.75
2021,8,Summer,SUV,North,Boston,42.3601,-71.0589,195.93,31.0,46.6,4.52,80.56,0,6073.87
2022,1,Winter,SUV,North,Boston,42.3601,-71.0589,139.7,30.45,60.0,4.6,80.46,0,4254.55
2022,12,Winter,Hybrid,West,Los Angeles,34.0522,-118.2437,121.6,24.27,71.92,3.97,78.83,0,2951.09
2022,6,Summer,Sedan,West,Phoenix,33.4484,-112.074,168.07,20.9,50.96,4.8,78.89,0,3512.89
2020,5,Spring,SUV,West,San Francisco,37.7749,-122.4194,86.58,25.52,26.45,9.46,75.84,1,2209.5
2015,5,Spring,SUV,North,Detroit,42.3314,-83.0458,143.02,45.77,77.43,6.57,70.32,0,6546.39
